index,Region,Country,Year,Age,Gender,Literacy rate
2299,Latin America and the Caribbean,Mexico,2010,65+,total,0.7152188999999999
2300,Latin America and the Caribbean,Mexico,2011,15+,female,0.9233828
2301,Latin America and the Caribbean,Mexico,2011,15+,male,0.9478277
2302,Latin America and the Caribbean,Mexico,2011,15+,total,0.9351998
2303,Latin America and the Caribbean,Mexico,2011,15-24,female,0.9850666
2304,Latin America and the Caribbean,Mexico,2011,15-24,male,0.9841656
2305,Latin America and the Caribbean,Mexico,2011,15-24,total,0.9846177
2306,Latin America and the Caribbean,Mexico,2011,25-64,female,0.9325608
2307,Latin America and the Caribbean,Mexico,2011,25-64,male,0.9551788
2308,Latin America and the Caribbean,Mexico,2011,25-64,total,0.9434567
2309,Latin America and the Caribbean,Mexico,2011,65+,female,0.6855595999999999
2310,Latin America and the Caribbean,Mexico,2011,65+,male,0.7660558
2311,Latin America and the Caribbean,Mexico,2011,65+,total,0.7219507
2312,Latin America and the Caribbean,Mexico,2012,15+,female,0.9317924
2313,Latin America and the Caribbean,Mexico,2012,15+,male,0.9539163
2314,Latin America and the Caribbean,Mexico,2012,15+,total,0.942284
2315,Latin America and the Caribbean,Mexico,2012,15-24,female,0.9902957
2316,Latin America and the Caribbean,Mexico,2012,15-24,male,0.9872037
2317,Latin America and the Caribbean,Mexico,2012,15-24,total,0.9887542
2318,Latin America and the Caribbean,Mexico,2012,25-64,female,0.9438401
2319,Latin America and the Caribbean,Mexico,2012,25-64,male,0.9624046
2320,Latin America and the Caribbean,Mexico,2012,25-64,total,0.9525304
2321,Latin America and the Caribbean,Mexico,2012,65+,female,0.718245
2322,Latin America and the Caribbean,Mexico,2012,65+,male,0.8017614
2323,Latin America and the Caribbean,Mexico,2012,65+,total,0.7558978
2324,Latin America and the Caribbean,Mexico,2013,15+,female,0.9290394
2325,Latin America and the Caribbean,Mexico,2013,15+,male,0.9511211
2326,Latin America and the Caribbean,Mexico,2013,15+,total,0.9396285
2327,Latin America and the Caribbean,Mexico,2013,15-24,female,0.9860191
2328,Latin America and the Caribbean,Mexico,2013,15-24,male,0.9852684
2329,Latin America and the Caribbean,Mexico,2013,15-24,total,0.985645
2330,Latin America and the Caribbean,Mexico,2013,25-64,female,0.9370227
2331,Latin America and the Caribbean,Mexico,2013,25-64,male,0.9572187
2332,Latin America and the Caribbean,Mexico,2013,25-64,total,0.9466167
2333,Latin America and the Caribbean,Mexico,2013,65+,female,0.7274084
2334,Latin America and the Caribbean,Mexico,2013,65+,male,0.8037545999999999
2335,Latin America and the Caribbean,Mexico,2013,65+,total,0.7624995
2336,Latin America and the Caribbean,Mexico,2014,15+,female,0.9359134
2337,Latin America and the Caribbean,Mexico,2014,15+,male,0.9562047
2338,Latin America and the Caribbean,Mexico,2014,15+,total,0.9455588
2339,Latin America and the Caribbean,Mexico,2014,15-24,female,0.9907946
2340,Latin America and the Caribbean,Mexico,2014,15-24,male,0.9892221
2341,Latin America and the Caribbean,Mexico,2014,15-24,total,0.9900004
2342,Latin America and the Caribbean,Mexico,2014,25-64,female,0.948293
2343,Latin America and the Caribbean,Mexico,2014,25-64,male,0.964364
2344,Latin America and the Caribbean,Mexico,2014,25-64,total,0.9558051
2345,Latin America and the Caribbean,Mexico,2014,65+,female,0.7416446999999999
2346,Latin America and the Caribbean,Mexico,2014,65+,male,0.8162613
2347,Latin America and the Caribbean,Mexico,2014,65+,total,0.7755537
2348,Latin America and the Caribbean,Mexico,2015,15+,female,0.934855
2349,Latin America and the Caribbean,Mexico,2015,15+,male,0.9554933
2350,Latin America and the Caribbean,Mexico,2015,15+,total,0.9447228
2351,Latin America and the Caribbean,Mexico,2015,15-24,female,0.9901495
2352,Latin America and the Caribbean,Mexico,2015,15-24,male,0.9887352
2353,Latin America and the Caribbean,Mexico,2015,15-24,total,0.9894471
2354,Latin America and the Caribbean,Mexico,2015,25-64,female,0.9457888
2355,Latin America and the Caribbean,Mexico,2015,25-64,male,0.9625047
2356,Latin America and the Caribbean,Mexico,2015,25-64,total,0.9537065
2357,Latin America and the Caribbean,Mexico,2015,65+,female,0.7314122
2358,Latin America and the Caribbean,Mexico,2015,65+,male,0.8157868
2359,Latin America and the Caribbean,Mexico,2015,65+,total,0.7703145999999998
2360,Latin America and the Caribbean,Mexico,2016,15+,female,0.9396852
2361,Latin America and the Caribbean,Mexico,2016,15+,male,0.9584482
2362,Latin America and the Caribbean,Mexico,2016,15+,total,0.9485962
2363,Latin America and the Caribbean,Mexico,2016,15-24,female,0.9920723
2364,Latin America and the Caribbean,Mexico,2016,15-24,male,0.9902592
2365,Latin America and the Caribbean,Mexico,2016,15-24,total,0.991162
2366,Latin America and the Caribbean,Mexico,2016,25-64,female,0.9528932
2367,Latin America and the Caribbean,Mexico,2016,25-64,male,0.9662572
2368,Latin America and the Caribbean,Mexico,2016,25-64,total,0.9591486
2369,Latin America and the Caribbean,Mexico,2016,65+,female,0.7536244999999999
2370,Latin America and the Caribbean,Mexico,2016,65+,male,0.8309442
2371,Latin America and the Caribbean,Mexico,2016,65+,total,0.7888511
2372,Latin America and the Caribbean,Mexico,2017,15+,female,0.9416576
2373,Latin America and the Caribbean,Mexico,2017,15+,male,0.9587237
2374,Latin America and the Caribbean,Mexico,2017,15+,total,0.9497278
2375,Latin America and the Caribbean,Mexico,2017,15-24,female,0.9916837
2376,Latin America and the Caribbean,Mexico,2017,15-24,male,0.990813
2377,Latin America and the Caribbean,Mexico,2017,15-24,total,0.9912469
2378,Latin America and the Caribbean,Mexico,2017,25-64,female,0.9561018
2379,Latin America and the Caribbean,Mexico,2017,25-64,male,0.9665091
2380,Latin America and the Caribbean,Mexico,2017,25-64,total,0.9609583
2381,Latin America and the Caribbean,Mexico,2017,65+,female,0.7620626999999999
2382,Latin America and the Caribbean,Mexico,2017,65+,male,0.833238
2383,Latin America and the Caribbean,Mexico,2017,65+,total,0.7939136000000001
2384,Latin America and the Caribbean,Mexico,2018,15+,female,0.9460805
2385,Latin America and the Caribbean,Mexico,2018,15+,male,0.962329
2386,Latin America and the Caribbean,Mexico,2018,15+,total,0.9537991
2387,Latin America and the Caribbean,Mexico,2018,15-24,female,0.9938847
2388,Latin America and the Caribbean,Mexico,2018,15-24,male,0.9924864
2389,Latin America and the Caribbean,Mexico,2018,15-24,total,0.9931845
2390,Latin America and the Caribbean,Mexico,2018,25-64,female,0.9598739
2391,Latin America and the Caribbean,Mexico,2018,25-64,male,0.9703488
2392,Latin America and the Caribbean,Mexico,2018,25-64,total,0.9647841
2393,Latin America and the Caribbean,Mexico,2018,65+,female,0.7743952
2394,Latin America and the Caribbean,Mexico,2018,65+,male,0.8448668999999999
2395,Latin America and the Caribbean,Mexico,2018,65+,total,0.8066541999999999
2396,Latin America and the Caribbean,Nicaragua,2015,15+,female,0.8277934999999998
2397,Latin America and the Caribbean,Nicaragua,2015,15+,male,0.8243855000000001
2398,Latin America and the Caribbean,Nicaragua,2015,15+,total,0.8261454999999999
2399,Latin America and the Caribbean,Nicaragua,2015,15-24,female,0.9360194
2400,Latin America and the Caribbean,Nicaragua,2015,15-24,male,0.8964283
2401,Latin America and the Caribbean,Nicaragua,2015,15-24,total,0.9157178
2402,Latin America and the Caribbean,Nicaragua,2015,25-64,female,0.8167095
2403,Latin America and the Caribbean,Nicaragua,2015,25-64,male,0.8137148
2404,Latin America and the Caribbean,Nicaragua,2015,25-64,total,0.8152831999999999
2405,Latin America and the Caribbean,Nicaragua,2015,65+,female,0.5434577
2406,Latin America and the Caribbean,Nicaragua,2015,65+,male,0.5848807999999999
2407,Latin America and the Caribbean,Nicaragua,2015,65+,total,0.561369
2408,Latin America and the Caribbean,Panama,2010,15+,female,0.9348526
2409,Latin America and the Caribbean,Panama,2010,15+,male,0.9470741
2410,Latin America and the Caribbean,Panama,2010,15+,total,0.9409412
2411,Latin America and the Caribbean,Panama,2010,15-24,female,0.9733687
2412,Latin America and the Caribbean,Panama,2010,15-24,male,0.9793447
2413,Latin America and the Caribbean,Panama,2010,15-24,total,0.9763853
2414,Latin America and the Caribbean,Panama,2010,25-64,female,0.9415858
2415,Latin America and the Caribbean,Panama,2010,25-64,male,0.9562459
2416,Latin America and the Caribbean,Panama,2010,25-64,total,0.9488925
2417,Latin America and the Caribbean,Panama,2010,65+,female,0.8085442999999998
2418,Latin America and the Caribbean,Panama,2010,65+,male,0.8088429999999999
2419,Latin America and the Caribbean,Panama,2010,65+,total,0.8086880999999999
2420,Latin America and the Caribbean,Panama,2018,15+,female,0.9488172
2421,Latin America and the Caribbean,Panama,2018,15+,male,0.9596893
2422,Latin America and the Caribbean,Panama,2018,15+,total,0.9541181
2423,Latin America and the Caribbean,Panama,2018,15-24,female,0.9887429
2424,Latin America and the Caribbean,Panama,2018,15-24,male,0.993122
2425,Latin America and the Caribbean,Panama,2018,15-24,total,0.9909909
2426,Latin America and the Caribbean,Panama,2018,25-64,female,0.9574144
2427,Latin America and the Caribbean,Panama,2018,25-64,male,0.9699069
2428,Latin America and the Caribbean,Panama,2018,25-64,total,0.9634359
2429,Latin America and the Caribbean,Panama,2018,65+,female,0.8488550999999999
2430,Latin America and the Caribbean,Panama,2018,65+,male,0.8502309999999998
2431,Latin America and the Caribbean,Panama,2018,65+,total,0.8495008
2432,Latin America and the Caribbean,Paraguay,2010,15+,female,0.9292574
2433,Latin America and the Caribbean,Paraguay,2010,15+,male,0.9481315
2434,Latin America and the Caribbean,Paraguay,2010,15+,total,0.9387092
2435,Latin America and the Caribbean,Paraguay,2010,15-24,female,0.9872882
2436,Latin America and the Caribbean,Paraguay,2010,15-24,male,0.9850034
2437,Latin America and the Caribbean,Paraguay,2010,15-24,total,0.9861045
2438,Latin America and the Caribbean,Paraguay,2010,25-64,female,0.935883
2439,Latin America and the Caribbean,Paraguay,2010,25-64,male,0.9500253
2440,Latin America and the Caribbean,Paraguay,2010,25-64,total,0.9429492
2441,Latin America and the Caribbean,Paraguay,2010,65+,female,0.7408477000000001
2442,Latin America and the Caribbean,Paraguay,2010,65+,male,0.8135555999999999
2443,Latin America and the Caribbean,Paraguay,2010,65+,total,0.7741090999999999
2444,Latin America and the Caribbean,Paraguay,2012,15+,female,0.9358785
2445,Latin America and the Caribbean,Paraguay,2012,15+,male,0.9481725
2446,Latin America and the Caribbean,Paraguay,2012,15+,total,0.9419747
2447,Latin America and the Caribbean,Paraguay,2012,15-24,female,0.9810377
2448,Latin America and the Caribbean,Paraguay,2012,15-24,male,0.9825123
2449,Latin America and the Caribbean,Paraguay,2012,15-24,total,0.9817792
2450,Latin America and the Caribbean,Paraguay,2012,25-64,female,0.9385434
2451,Latin America and the Caribbean,Paraguay,2012,25-64,male,0.949824
2452,Latin America and the Caribbean,Paraguay,2012,25-64,total,0.9441127
2453,Latin America and the Caribbean,Paraguay,2012,65+,female,0.7542625
2454,Latin America and the Caribbean,Paraguay,2012,65+,male,0.8039437999999999
2455,Latin America and the Caribbean,Paraguay,2012,65+,total,0.7784148999999999
2456,Latin America and the Caribbean,Paraguay,2013,15+,female,0.9446626
2457,Latin America and the Caribbean,Paraguay,2013,15+,male,0.9566619
2458,Latin America and the Caribbean,Paraguay,2013,15+,total,0.9505904
2459,Latin America and the Caribbean,Paraguay,2013,15-24,female,0.992046
2460,Latin America and the Caribbean,Paraguay,2013,15-24,male,0.9859587
2461,Latin America and the Caribbean,Paraguay,2013,15-24,total,0.9889913
2462,Latin America and the Caribbean,Paraguay,2013,25-64,female,0.9481647
2463,Latin America and the Caribbean,Paraguay,2013,25-64,male,0.9606297
2464,Latin America and the Caribbean,Paraguay,2013,25-64,total,0.9542968999999998
2465,Latin America and the Caribbean,Paraguay,2013,65+,female,0.7578951
2466,Latin America and the Caribbean,Paraguay,2013,65+,male,0.8184569999999999
2467,Latin America and the Caribbean,Paraguay,2013,65+,total,0.7870841
2468,Latin America and the Caribbean,Paraguay,2014,15+,female,0.942148
2469,Latin America and the Caribbean,Paraguay,2014,15+,male,0.9587412
2470,Latin America and the Caribbean,Paraguay,2014,15+,total,0.9503481
2471,Latin America and the Caribbean,Paraguay,2014,15-24,female,0.9846341
2472,Latin America and the Caribbean,Paraguay,2014,15-24,male,0.989637
2473,Latin America and the Caribbean,Paraguay,2014,15-24,total,0.987138
2474,Latin America and the Caribbean,Paraguay,2014,25-64,female,0.9470168
2475,Latin America and the Caribbean,Paraguay,2014,25-64,male,0.9603219
2476,Latin America and the Caribbean,Paraguay,2014,25-64,total,0.9536003
2477,Latin America and the Caribbean,Paraguay,2014,65+,female,0.7689870999999999
2478,Latin America and the Caribbean,Paraguay,2014,65+,male,0.8312184999999999
2479,Latin America and the Caribbean,Paraguay,2014,65+,total,0.7980849000000001
2480,Latin America and the Caribbean,Paraguay,2015,15+,female,0.9487442
2481,Latin America and the Caribbean,Paraguay,2015,15+,male,0.962543
2482,Latin America and the Caribbean,Paraguay,2015,15+,total,0.9555484
2483,Latin America and the Caribbean,Paraguay,2015,15-24,female,0.989689
2484,Latin America and the Caribbean,Paraguay,2015,15-24,male,0.9835383
2485,Latin America and the Caribbean,Paraguay,2015,15-24,total,0.986536
2486,Latin America and the Caribbean,Paraguay,2015,25-64,female,0.9549267
2487,Latin America and the Caribbean,Paraguay,2015,25-64,male,0.9673125
2488,Latin America and the Caribbean,Paraguay,2015,25-64,total,0.9609414
2489,Latin America and the Caribbean,Paraguay,2015,65+,female,0.7701740999999999
2490,Latin America and the Caribbean,Paraguay,2015,65+,male,0.8490912999999999
2491,Latin America and the Caribbean,Paraguay,2015,65+,total,0.8080703999999999
2492,Latin America and the Caribbean,Paraguay,2016,15+,female,0.9383505
2493,Latin America and the Caribbean,Paraguay,2016,15+,male,0.9547606
2494,Latin America and the Caribbean,Paraguay,2016,15+,total,0.9465024
2495,Latin America and the Caribbean,Paraguay,2016,15-24,female,0.9870381
2496,Latin America and the Caribbean,Paraguay,2016,15-24,male,0.9820768
2497,Latin America and the Caribbean,Paraguay,2016,15-24,total,0.984506
2498,Latin America and the Caribbean,Paraguay,2016,25-64,female,0.9454592
2499,Latin America and the Caribbean,Paraguay,2016,25-64,male,0.9601104
2500,Latin America and the Caribbean,Paraguay,2016,25-64,total,0.9526976
2501,Latin America and the Caribbean,Paraguay,2016,65+,female,0.7421992
2502,Latin America and the Caribbean,Paraguay,2016,65+,male,0.8182693999999999
2503,Latin America and the Caribbean,Paraguay,2016,65+,total,0.7781256
2504,Latin America and the Caribbean,Paraguay,2018,15+,female,0.9353171
2505,Latin America and the Caribbean,Paraguay,2018,15+,male,0.9451148
2506,Latin America and the Caribbean,Paraguay,2018,15+,total,0.940208
2507,Latin America and the Caribbean,Paraguay,2018,15-24,female,0.9886784
2508,Latin America and the Caribbean,Paraguay,2018,15-24,male,0.9773242
2509,Latin America and the Caribbean,Paraguay,2018,15-24,total,0.9828152
2510,Latin America and the Caribbean,Paraguay,2018,25-64,female,0.9499973
2511,Latin America and the Caribbean,Paraguay,2018,25-64,male,0.956537
2512,Latin America and the Caribbean,Paraguay,2018,25-64,total,0.9532291
2513,Latin America and the Caribbean,Paraguay,2018,65+,female,0.6840463
2514,Latin America and the Caribbean,Paraguay,2018,65+,male,0.7588686
2515,Latin America and the Caribbean,Paraguay,2018,65+,total,0.7201435999999999
2516,Latin America and the Caribbean,Peru,2012,15+,female,0.9066883
2517,Latin America and the Caribbean,Peru,2012,15+,male,0.9695013
2518,Latin America and the Caribbean,Peru,2012,15+,total,0.9384173
2519,Latin America and the Caribbean,Peru,2012,15-24,female,0.9867575
2520,Latin America and the Caribbean,Peru,2012,15-24,male,0.9871934
2521,Latin America and the Caribbean,Peru,2012,15-24,total,0.9869816
2522,Latin America and the Caribbean,Peru,2012,25-64,female,0.9135859
2523,Latin America and the Caribbean,Peru,2012,25-64,male,0.9715779
2524,Latin America and the Caribbean,Peru,2012,25-64,total,0.9429187
2525,Latin America and the Caribbean,Peru,2012,65+,female,0.6325704
2526,Latin America and the Caribbean,Peru,2012,65+,male,0.8939292
2527,Latin America and the Caribbean,Peru,2012,65+,total,0.7560274
2528,Latin America and the Caribbean,Peru,2014,15+,female,0.9044918
2529,Latin America and the Caribbean,Peru,2014,15+,male,0.9694898
2530,Latin America and the Caribbean,Peru,2014,15+,total,0.9370795
2531,Latin America and the Caribbean,Peru,2014,15-24,female,0.9878966
2532,Latin America and the Caribbean,Peru,2014,15-24,male,0.9915706
2533,Latin America and the Caribbean,Peru,2014,15-24,total,0.9897753
2534,Latin America and the Caribbean,Peru,2014,25-64,female,0.9125089
2535,Latin America and the Caribbean,Peru,2014,25-64,male,0.9715568
2536,Latin America and the Caribbean,Peru,2014,25-64,total,0.942209
2537,Latin America and the Caribbean,Peru,2014,65+,female,0.6294064
2538,Latin America and the Caribbean,Peru,2014,65+,male,0.8811432
2539,Latin America and the Caribbean,Peru,2014,65+,total,0.7452733999999999
2540,Latin America and the Caribbean,Peru,2015,15+,female,0.9124653
2541,Latin America and the Caribbean,Peru,2015,15+,male,0.9710638
2542,Latin America and the Caribbean,Peru,2015,15+,total,0.9416234
2543,Latin America and the Caribbean,Peru,2015,15-24,female,0.987729
2544,Latin America and the Caribbean,Peru,2015,15-24,male,0.9923967
2545,Latin America and the Caribbean,Peru,2015,15-24,total,0.9900954
2546,Latin America and the Caribbean,Peru,2015,25-64,female,0.9216392
2547,Latin America and the Caribbean,Peru,2015,25-64,male,0.9720777
2548,Latin America and the Caribbean,Peru,2015,25-64,total,0.9468312
2549,Latin America and the Caribbean,Peru,2015,65+,female,0.6600603999999999
2550,Latin America and the Caribbean,Peru,2015,65+,male,0.8970458000000001
2551,Latin America and the Caribbean,Peru,2015,65+,total,0.7685827
2552,Latin America and the Caribbean,Peru,2016,15+,female,0.9118853
2553,Latin America and the Caribbean,Peru,2016,15+,male,0.9718846
2554,Latin America and the Caribbean,Peru,2016,15+,total,0.9417367
2555,Latin America and the Caribbean,Peru,2016,15-24,female,0.986722
2556,Latin America and the Caribbean,Peru,2016,15-24,male,0.9908887
2557,Latin America and the Caribbean,Peru,2016,15-24,total,0.9888349
2558,Latin America and the Caribbean,Peru,2016,25-64,female,0.9201991
2559,Latin America and the Caribbean,Peru,2016,25-64,male,0.9739147
2560,Latin America and the Caribbean,Peru,2016,25-64,total,0.9470299
2561,Latin America and the Caribbean,Peru,2016,65+,female,0.6737811999999999
2562,Latin America and the Caribbean,Peru,2016,65+,male,0.8993162999999998
2563,Latin America and the Caribbean,Peru,2016,65+,total,0.7770143
2564,Latin America and the Caribbean,Peru,2017,15+,female,0.9127013
2565,Latin America and the Caribbean,Peru,2017,15+,male,0.9703974
2566,Latin America and the Caribbean,Peru,2017,15+,total,0.9414961
2567,Latin America and the Caribbean,Peru,2017,15-24,female,0.9885308
2568,Latin America and the Caribbean,Peru,2017,15-24,male,0.9925598
2569,Latin America and the Caribbean,Peru,2017,15-24,total,0.9905748
2570,Latin America and the Caribbean,Peru,2017,25-64,female,0.9212893
2571,Latin America and the Caribbean,Peru,2017,25-64,male,0.9718199
2572,Latin America and the Caribbean,Peru,2017,25-64,total,0.9466498
2573,Latin America and the Caribbean,Peru,2017,65+,female,0.6772450999999999
2574,Latin America and the Caribbean,Peru,2017,65+,male,0.895263
2575,Latin America and the Caribbean,Peru,2017,65+,total,0.7770890999999999
2576,Latin America and the Caribbean,Peru,2018,15+,female,0.9170311
2577,Latin America and the Caribbean,Peru,2018,15+,male,0.9712137
2578,Latin America and the Caribbean,Peru,2018,15+,total,0.9440827
2579,Latin America and the Caribbean,Peru,2018,15-24,female,0.9896697
2580,Latin America and the Caribbean,Peru,2018,15-24,male,0.990792
2581,Latin America and the Caribbean,Peru,2018,15-24,total,0.9902376
2582,Latin America and the Caribbean,Peru,2018,25-64,female,0.9261877
2583,Latin America and the Caribbean,Peru,2018,25-64,male,0.972635
2584,Latin America and the Caribbean,Peru,2018,25-64,total,0.9495325
2585,Latin America and the Caribbean,Peru,2018,65+,female,0.6916334
2586,Latin America and the Caribbean,Peru,2018,65+,male,0.906067
2587,Latin America and the Caribbean,Peru,2018,65+,total,0.7901215
2588,Latin America and the Caribbean,Puerto Rico,2010,15+,female,0.9253015
2589,Latin America and the Caribbean,Puerto Rico,2010,15+,male,0.9133078
2590,Latin America and the Caribbean,Puerto Rico,2010,15+,total,0.9196523
2591,Latin America and the Caribbean,Puerto Rico,2010,15-24,female,0.9885419
2592,Latin America and the Caribbean,Puerto Rico,2010,15-24,male,0.9881458
2593,Latin America and the Caribbean,Puerto Rico,2010,15-24,total,0.9883418
2594,Latin America and the Caribbean,Puerto Rico,2010,25-64,female,0.9351616
2595,Latin America and the Caribbean,Puerto Rico,2010,25-64,male,0.9054176
2596,Latin America and the Caribbean,Puerto Rico,2010,25-64,total,0.9211489
2597,Latin America and the Caribbean,Puerto Rico,2010,65+,female,0.836974
2598,Latin America and the Caribbean,Puerto Rico,2010,65+,male,0.8560787999999999
2599,Latin America and the Caribbean,Puerto Rico,2010,65+,total,0.8453074999999999
2600,Latin America and the Caribbean,Puerto Rico,2017,15+,female,0.9239002
2601,Latin America and the Caribbean,Puerto Rico,2017,15+,male,0.9238996
2602,Latin America and the Caribbean,Puerto Rico,2017,15+,total,0.9239
2603,Latin America and the Caribbean,Puerto Rico,2017,15-24,female,0.923897
2604,Latin America and the Caribbean,Puerto Rico,2017,15-24,male,0.9238995
2605,Latin America and the Caribbean,Puerto Rico,2017,15-24,total,0.9238983
2606,Latin America and the Caribbean,Puerto Rico,2017,25-64,female,0.9239011
2607,Latin America and the Caribbean,Puerto Rico,2017,25-64,male,0.9239005
2608,Latin America and the Caribbean,Puerto Rico,2017,25-64,total,0.9239008
2609,Latin America and the Caribbean,Puerto Rico,2017,65+,female,0.9239001
2610,Latin America and the Caribbean,Puerto Rico,2017,65+,male,0.9238972
2611,Latin America and the Caribbean,Puerto Rico,2017,65+,total,0.9238989
2612,Latin America and the Caribbean,Suriname,2010,15+,female,0.9400354
2613,Latin America and the Caribbean,Suriname,2010,15+,male,0.9536479
2614,Latin America and the Caribbean,Suriname,2010,15+,total,0.9467575
2615,Latin America and the Caribbean,Suriname,2010,15-24,female,0.9880215
2616,Latin America and the Caribbean,Suriname,2010,15-24,male,0.9797273
2617,Latin America and the Caribbean,Suriname,2010,15-24,total,0.9837664
2618,Latin America and the Caribbean,Suriname,2010,25-64,female,0.9502526
2619,Latin America and the Caribbean,Suriname,2010,25-64,male,0.9637979
2620,Latin America and the Caribbean,Suriname,2010,25-64,total,0.9568873
2621,Latin America and the Caribbean,Suriname,2010,65+,female,0.7435729
2622,Latin America and the Caribbean,Suriname,2010,65+,male,0.7947974000000001
2623,Latin America and the Caribbean,Suriname,2010,65+,total,0.7674773999999999
2624,Latin America and the Caribbean,Suriname,2012,15+,female,0.9099791
2625,Latin America and the Caribbean,Suriname,2012,15+,male,0.9486987
2626,Latin America and the Caribbean,Suriname,2012,15+,total,0.9286866
2627,Latin America and the Caribbean,Suriname,2012,15-24,female,0.9725966
2628,Latin America and the Caribbean,Suriname,2012,15-24,male,0.9808572
2629,Latin America and the Caribbean,Suriname,2012,15-24,total,0.976679
2630,Latin America and the Caribbean,Suriname,2012,25-64,female,0.917686
2631,Latin America and the Caribbean,Suriname,2012,25-64,male,0.9543292
2632,Latin America and the Caribbean,Suriname,2012,25-64,total,0.9354453
2633,Latin America and the Caribbean,Suriname,2012,65+,female,0.7153076999999999
2634,Latin America and the Caribbean,Suriname,2012,65+,male,0.8149007
2635,Latin America and the Caribbean,Suriname,2012,65+,total,0.7595851
2636,Latin America and the Caribbean,Suriname,2018,15+,female,0.9271206
2637,Latin America and the Caribbean,Suriname,2018,15+,male,0.9607404
2638,Latin America and the Caribbean,Suriname,2018,15+,total,0.9438327
2639,Latin America and the Caribbean,Suriname,2018,15-24,female,0.9839996
2640,Latin America and the Caribbean,Suriname,2018,15-24,male,0.9887544
2641,Latin America and the Caribbean,Suriname,2018,15-24,total,0.9864556
2642,Latin America and the Caribbean,Suriname,2018,25-64,female,0.9331031
2643,Latin America and the Caribbean,Suriname,2018,25-64,male,0.9623369
2644,Latin America and the Caribbean,Suriname,2018,25-64,total,0.9477487
2645,Latin America and the Caribbean,Suriname,2018,65+,female,0.7725293999999999
2646,Latin America and the Caribbean,Suriname,2018,65+,male,0.8618129999999999
2647,Latin America and the Caribbean,Suriname,2018,65+,total,0.8101325999999999
2648,Latin America and the Caribbean,Trinidad and Tobago,2010,15+,female,0.983
2649,Latin America and the Caribbean,Trinidad and Tobago,2010,15+,male,0.9914
2650,Latin America and the Caribbean,Trinidad and Tobago,2010,15+,total,0.987
2651,Latin America and the Caribbean,Trinidad and Tobago,2010,15-24,female,0.996
2652,Latin America and the Caribbean,Trinidad and Tobago,2010,15-24,male,0.9955
2653,Latin America and the Caribbean,Trinidad and Tobago,2010,15-24,total,0.996
2654,Latin America and the Caribbean,Trinidad and Tobago,2010,25-64,female,0.992
2655,Latin America and the Caribbean,Trinidad and Tobago,2010,25-64,male,0.9924
2656,Latin America and the Caribbean,Trinidad and Tobago,2010,25-64,total,0.992
2657,Latin America and the Caribbean,Trinidad and Tobago,2010,65+,female,0.911
2658,Latin America and the Caribbean,Trinidad and Tobago,2010,65+,male,0.9738
2659,Latin America and the Caribbean,Trinidad and Tobago,2010,65+,total,0.938
2660,Latin America and the Caribbean,Uruguay,2010,15+,female,0.9849095
2661,Latin America and the Caribbean,Uruguay,2010,15+,male,0.9761017
2662,Latin America and the Caribbean,Uruguay,2010,15+,total,0.9807271
2663,Latin America and the Caribbean,Uruguay,2010,15-24,female,0.9922541
2664,Latin America and the Caribbean,Uruguay,2010,15-24,male,0.9835943
2665,Latin America and the Caribbean,Uruguay,2010,15-24,total,0.9878419
2666,Latin America and the Caribbean,Uruguay,2010,25-64,female,0.9897627
2667,Latin America and the Caribbean,Uruguay,2010,25-64,male,0.9810433
2668,Latin America and the Caribbean,Uruguay,2010,25-64,total,0.9855225
2669,Latin America and the Caribbean,Uruguay,2010,65+,female,0.9634852
2670,Latin America and the Caribbean,Uruguay,2010,65+,male,0.9433962
2671,Latin America and the Caribbean,Uruguay,2010,65+,total,0.9555604
2672,Latin America and the Caribbean,Uruguay,2011,15+,female,0.9861908
2673,Latin America and the Caribbean,Uruguay,2011,15+,male,0.9802311
2674,Latin America and the Caribbean,Uruguay,2011,15+,total,0.983359
2675,Latin America and the Caribbean,Uruguay,2011,15-24,female,0.9912098
2676,Latin America and the Caribbean,Uruguay,2011,15-24,male,0.986134
2677,Latin America and the Caribbean,Uruguay,2011,15-24,total,0.9886222
2678,Latin America and the Caribbean,Uruguay,2011,25-64,female,0.9900913
2679,Latin America and the Caribbean,Uruguay,2011,25-64,male,0.9837314
2680,Latin America and the Caribbean,Uruguay,2011,25-64,total,0.9869955
2681,Latin America and the Caribbean,Uruguay,2011,65+,female,0.9697778
2682,Latin America and the Caribbean,Uruguay,2011,65+,male,0.9560619
2683,Latin America and the Caribbean,Uruguay,2011,65+,total,0.9643743
2684,Latin America and the Caribbean,Uruguay,2012,15+,female,0.9866055
2685,Latin America and the Caribbean,Uruguay,2012,15+,male,0.9810397
2686,Latin America and the Caribbean,Uruguay,2012,15+,total,0.9839594
2687,Latin America and the Caribbean,Uruguay,2012,15-24,female,0.9929778
2688,Latin America and the Caribbean,Uruguay,2012,15-24,male,0.9862612
2689,Latin America and the Caribbean,Uruguay,2012,15-24,total,0.9895525
2690,Latin America and the Caribbean,Uruguay,2012,25-64,female,0.9899468
2691,Latin America and the Caribbean,Uruguay,2012,25-64,male,0.9830664
2692,Latin America and the Caribbean,Uruguay,2012,25-64,total,0.9865944
2693,Latin America and the Caribbean,Uruguay,2012,65+,female,0.9706162
2694,Latin America and the Caribbean,Uruguay,2012,65+,male,0.9643124
